1787097600,0.34702
1787011200,0.32621
1786924800,0.33616
1786838400,0.33012
1786752000,0.32325
1786665600,0.32703
1786579200,0.3348
1786492800,0.33022
1786406400,0.33545
1786320000,0.33966
1786233600,0.3475
1786147200,0.35173
1786060800,0.34761
1785974400,0.35838
1785888000,0.37352
1785801600,0.3737
1785715200,0.37149
1785628800,0.3792
1785542400,0.37977
1785456000,0.3899
1785369600,0.41558
1785283200,0.40361
1785196800,0.40587
1785110400,0.3944
1785024000,0.4044
1784937600,0.378
1784851200,0.38347
1784764800,0.40101
1784678400,0.4125
1784592000,0.40142
1784505600,0.3573
1784419200,0.34537
1784332800,0.34687
1784246400,0.37221
1784160000,0.3632
1784073600,0.36475
1783987200,0.31466
1783900800,0.31084
1783814400,0.32275
1783728000,0.32403
1783641600,0.32796
1783555200,0.31653
1783468800,0.31565
1783382400,0.32771
1783296000,0.33308
1783209600,0.33277
1783123200,0.33548
1783036800,0.33379
1782950400,0.32808
1782864000,0.32443
1782777600,0.30796
1782691200,0.31709
1782604800,0.30912
1782518400,0.31073
1782432000,0.3168
1782345600,0.31346
1782259200,0.31406
1782172800,0.31432
1782086400,0.32856
1782000000,0.32944
1781913600,0.34334
1781827200,0.35544
1781740800,0.3664
1781654400,0.36463
1781568000,0.36955
1781481600,0.36985
1781395200,0.36776
1781308800,0.36472
1781222400,0.35367
1781136000,0.36536
1781049600,0.33325
1780963200,0.35778
1780876800,0.36458
1780790400,0.34941
1780704000,0.3246
1780617600,0.34441
1780531200,0.37008
1780444800,0.41335
1780358400,0.3892
1780272000,0.35624
1780185600,0.36379
1780099200,0.37531
1780012800,0.35402
1779926400,0.369
1779840000,0.38275
1779753600,0.40508
1779667200,0.42724
1779580800,0.43942
1779494400,0.42584
1779408000,0.38378
1779321600,0.4143
1779235200,0.40168
1779148800,0.36889
1779062400,0.38616
1778976000,0.34592
1778889600,0.34435
1778803200,0.36304
1778716800,0.38848
1778630400,0.38553
1778544000,0.3884
1778457600,0.42907
1778371200,0.42392
1778284800,0.41814
1778198400,0.45197
1778112000,0.35258
1778025600,0.32355
1777939200,0.3213
1777852800,0.3143
1777766400,0.28741
1777680000,0.28362
1777593600,0.26787
1777507200,0.2625
1777420800,0.26346
1777334400,0.26433
1777248000,0.26628
1777161600,0.26722
1777075200,0.26111
1776988800,0.26216
1776902400,0.26253
1776816000,0.26114
1776729600,0.25847
1776643200,0.25559
1776556800,0.2505
1776470400,0.25819
1776384000,0.27053
1776297600,0.26967
1776211200,0.25872
1776124800,0.25144
1776038400,0.25777
1775952000,0.24268
1775865600,0.25636
1775779200,0.25667
1775692800,0.25445
1775606400,0.25589
1775520000,0.26975
1775433600,0.25588
1775347200,0.25852
1775260800,0.25558
1775174400,0.25927
1775088000,0.25788
1775001600,0.27021
1774915200,0.27263
1774828800,0.26168
1774742400,0.25734
1774656000,0.26832
1774569600,0.26867
1774483200,0.26907
1774396800,0.26562
1774310400,0.25635
1774224000,0.2542
1774137600,0.24588
1774051200,0.2526
1773964800,0.26041
1773878400,0.25762
1773792000,0.26712
1773705600,0.28119
1773619200,0.28918
1773532800,0.27049
1773446400,0.26293
1773360000,0.26305
1773273600,0.2594
1773187200,0.25558
1773100800,0.25543
1773014400,0.25077
1772928000,0.24364
1772841600,0.24912
1772755200,0.25573
1772668800,0.26485
1772582400,0.2691
1772496000,0.25591
1772409600,0.25768
1772323200,0.25212
1772236800,0.2616
1772150400,0.25689
1772064000,0.26618
1771977600,0.27555
1771891200,0.24639
1771804800,0.24849
1771718400,0.26234
1771632000,0.26683
1771545600,0.26747
1771459200,0.26179
1771372800,0.26463
1771286400,0.27451
1771200000,0.27818
1771113600,0.27549
1771027200,0.29424
1770940800,0.26325
1770854400,0.25115
1770768000,0.2412
1770681600,0.24745
1770595200,0.25053
1770508800,0.25777
1770422400,0.26225
1770336000,0.25787
1770249600,0.22462
1770163200,0.26938
1770076800,0.27845
1769990400,0.28429
1769904000,0.2747
1769817600,0.28747
1769731200,0.31126
1769644800,0.31464
1769558400,0.34631
1769472000,0.34043
1769385600,0.33139
1769299200,0.32234
1769212800,0.3429
1769126400,0.34641
1769040000,0.34188
1768953600,0.33981
1768867200,0.32868
1768780800,0.34851
1768694400,0.35502
1768608000,0.38512
1768521600,0.38344
1768435200,0.38022
1768348800,0.40122
1768262400,0.41604
1768176000,0.38651
